company,job_title,salary,location,year
INTEL CORPORATION,Security Engineer,178000,"Santa Clara, CA",2025
LINKEDIN CORPORATION,Systems Engineer,183000,"Sunnyvale, CA",2024
IBM CORPORATION,Platform Engineer,98000,"Salt Lake City, UT",2025
DATADOG INC,Applied Scientist,121000,"New York, NY",2026
ADOBE INC,Analytics Engineer,124000,"Newark, NJ",2026
AMAZON WEB SERVICES INC,Applied Scientist,206000,"Orlando, FL",2026
STRIPE INC,Cloud Engineer,209000,"Raleigh, NC",2024
DROPOBOX INC,Business Intelligence Engineer,178000,"San Francisco, CA",2024
NVIDIA CORPORATION,Compliance Analyst,180000,"Boston, MA",2024
SPLUNK INC,Network Engineer,129000,"San Francisco, CA",2025
META PLATFORMS INC,Infrastructure Engineer,182000,"Menlo Park, CA",2024
DROPOBOX INC,Technical Program Manager,142000,"Denver, CO",2026
INTEL CORPORATION,Senior Engineering Manager,170000,"Santa Clara, CA",2024
NVIDIA CORPORATION,Network Engineer,158000,"Portland, OR",2024
META PLATFORMS INC,Database Administrator,206000,"Menlo Park, CA",2025
NVIDIA CORPORATION,Staff Software Engineer,163000,"Santa Clara, CA",2024
COGNIZANT TECHNOLOGY SOLUTIONS,Full Stack Engineer,100000,"Teaneck, NJ",2026
PINTEREST INC,Infrastructure Engineer,131000,"San Francisco, CA",2026
DROPOBOX INC,Senior DevOps Engineer,143000,"San Francisco, CA",2025
META PLATFORMS INC,UX Engineer,170000,"Menlo Park, CA",2026
UBER TECHNOLOGIES INC,Staff Software Engineer,171000,"San Francisco, CA",2025
AMAZON COM SERVICES LLC,Financial Analyst,199000,"Mountain View, CA",2026
DATADOG INC,Machine Learning Engineer,143000,"New York, NY",2025
META PLATFORMS INC,Engineering Manager,200000,"Menlo Park, CA",2024
ACCENTURE LLP,Senior Engineering Manager,134000,"Schaumburg, IL",2026
SPLUNK INC,Compliance Analyst,130000,"San Francisco, CA",2024
LINKEDIN CORPORATION,Data Scientist,202000,"Los Angeles, CA",2026
SNAP INC,Senior DevOps Engineer,181000,"Santa Monica, CA",2024
SERVICENOW INC,QA Engineer,163000,"Santa Clara, CA",2024
JPMORGAN CHASE & CO,Systems Engineer,151000,"New York, NY",2024
NETFLIX INC,Research Scientist,255000,"Plano, TX",2025
PINTEREST INC,Software Engineer,124000,"San Francisco, CA",2025
MICROSOFT CORPORATION,Product Manager,146000,"Redmond, WA",2026
META PLATFORMS INC,SDET,188000,"Salt Lake City, UT",2025
DATADOG INC,Machine Learning Engineer,193000,"New York, NY",2025
WORKDAY INC,Analytics Engineer,128000,"Pleasanton, CA",2026
SALESFORCE INC,Frontend Engineer,197000,"Atlanta, GA",2024
TWITTER INC,Product Manager,146000,"San Francisco, CA",2026
AIRBNB INC,Staff Software Engineer,176000,"San Francisco, CA",2026
ORACLE AMERICA INC,Senior Product Manager,147000,"Austin, TX",2026
SQUARE INC,QA Engineer,170000,"San Francisco, CA",2026
TWITTER INC,Frontend Engineer,160000,"San Francisco, CA",2025
PINTEREST INC,UX Engineer,124000,"Redmond, WA",2024
INFOSYS LIMITED,Data Engineer,91000,"Plano, TX",2025
WORKDAY INC,AI Engineer,155000,"Pleasanton, CA",2025
DELOITTE CONSULTING LLP,Frontend Engineer,131000,"Richmond, VA",2026
DELOITTE CONSULTING LLP,Cloud Engineer,109000,"New York, NY",2026
AMAZON COM SERVICES LLC,Senior DevOps Engineer,170000,"Seattle, WA",2025
COGNIZANT TECHNOLOGY SOLUTIONS,Data Scientist,102000,"Teaneck, NJ",2026
SALESFORCE INC,Senior DevOps Engineer,145000,"San Francisco, CA",2024
SQUARE INC,Senior Data Scientist,165000,"Dallas, TX",2024
SQUARE INC,Security Engineer,140000,"Kansas City, MO",2026
DROPOBOX INC,Solutions Architect,144000,"San Francisco, CA",2026
CAPITAL ONE SERVICES LLC,Database Administrator,155000,"McLean, VA",2024
JPMORGAN CHASE & CO,Operations Research Analyst,146000,"Mountain View, CA",2024
MICROSOFT CORPORATION,Financial Analyst,188000,"Minneapolis, MN",2025
APPLE INC,Senior Product Manager,196000,"Cupertino, CA",2026
TWITTER INC,DevOps Engineer,161000,"Arlington, VA",2025
META PLATFORMS INC,QA Engineer,185000,"Menlo Park, CA",2025
DATADOG INC,Staff Software Engineer,144000,"Cambridge, MA",2024
DROPOBOX INC,Frontend Engineer,177000,"San Francisco, CA",2026
INTEL CORPORATION,Research Scientist,133000,"Santa Clara, CA",2025
META PLATFORMS INC,Network Engineer,154000,"San Diego, CA",2025
SERVICENOW INC,Financial Analyst,165000,"Santa Clara, CA",2024
NETFLIX INC,Solutions Architect,305000,"Los Gatos, CA",2026
WALMART GLOBAL TECH,Database Administrator,93000,"Bentonville, AR",2024
WORKDAY INC,Data Engineer,144000,"Chicago, IL",2025
WORKDAY INC,Platform Engineer,109000,"Richmond, VA",2026
APPLE INC,DevOps Engineer,187000,"Richmond, VA",2025
ZOOM VIDEO COMMUNICATIONS,Software Engineer,160000,"Tempe, AZ",2024
SALESFORCE INC,DevOps Engineer,186000,"San Francisco, CA",2025
TATA CONSULTANCY SERVICES,Senior Software Engineer,86000,"Bridgewater, NJ",2025
TWITTER INC,Technical Program Manager,187000,"San Francisco, CA",2024
VMWARE LLC,Data Engineer,141000,"Palo Alto, CA",2024
TESLA INC,Business Intelligence Engineer,146000,"Austin, TX",2025
COGNIZANT TECHNOLOGY SOLUTIONS,Security Engineer,106000,"Teaneck, NJ",2026
SALESFORCE INC,QA Engineer,154000,"San Francisco, CA",2024
DOCUSIGN INC,Big Data Engineer,127000,"Orlando, FL",2025
ZOOM VIDEO COMMUNICATIONS,UX Engineer,156000,"Newark, NJ",2025
SNAP INC,DevOps Engineer,151000,"Tempe, AZ",2026
TWITTER INC,Infrastructure Engineer,126000,"San Francisco, CA",2025
TESLA INC,Senior Engineering Manager,125000,"Austin, TX",2025
AMAZON COM SERVICES LLC,Systems Engineer,171000,"Seattle, WA",2025
TWITTER INC,Infrastructure Engineer,192000,"San Francisco, CA",2024
AMAZON COM SERVICES LLC,Full Stack Engineer,162000,"Atlanta, GA",2025
GOLDMAN SACHS & CO LLC,Solutions Architect,145000,"New York, NY",2026
TATA CONSULTANCY SERVICES,QA Engineer,82000,"Bridgewater, NJ",2025
AMAZON COM SERVICES LLC,QA Engineer,189000,"Seattle, WA",2025
APPLE INC,DevOps Engineer,150000,"Cupertino, CA",2026
COGNIZANT TECHNOLOGY SOLUTIONS,Platform Engineer,95000,"Arlington, VA",2024
NETFLIX INC,Data Scientist,316000,"Orlando, FL",2026
SERVICENOW INC,Cloud Engineer,132000,"Santa Clara, CA",2026
TWITTER INC,Senior DevOps Engineer,183000,"San Francisco, CA",2024
DATADOG INC,Senior Software Engineer,193000,"New York, NY",2025
DELOITTE CONSULTING LLP,Network Engineer,129000,"New York, NY",2025
CAPITAL ONE SERVICES LLC,Data Scientist,113000,"McLean, VA",2024
CAPITAL ONE SERVICES LLC,DevOps Engineer,113000,"Boston, MA",2025
SPLUNK INC,Frontend Engineer,163000,"San Francisco, CA",2024
NVIDIA CORPORATION,Senior Engineering Manager,248000,"Santa Clara, CA",2024
CAPITAL ONE SERVICES LLC,Compliance Analyst,131000,"McLean, VA",2025
PALANTIR TECHNOLOGIES,DevOps Engineer,179000,"Denver, CO",2024
GOLDMAN SACHS & CO LLC,Compliance Analyst,165000,"Palo Alto, CA",2026
GOLDMAN SACHS & CO LLC,Security Engineer,142000,"Boulder, CO",2025
CAPITAL ONE SERVICES LLC,Applied Scientist,110000,"McLean, VA",2025
SALESFORCE INC,Applied Scientist,195000,"San Francisco, CA",2024
VMWARE LLC,Senior Data Scientist,153000,"Bentonville, AR",2024
TWITTER INC,UX Engineer,130000,"San Francisco, CA",2025
IBM CORPORATION,Technical Program Manager,158000,"Armonk, NY",2024
PINTEREST INC,Platform Engineer,122000,"Nashville, TN",2025
GOLDMAN SACHS & CO LLC,SDET,184000,"New York, NY",2024
TWITTER INC,Full Stack Engineer,179000,"San Francisco, CA",2026
SQUARE INC,SDET,129000,"San Francisco, CA",2025
INFOSYS LIMITED,Applied Scientist,108000,"Tempe, AZ",2024
SALESFORCE INC,SDET,174000,"San Francisco, CA",2025
PINTEREST INC,Security Engineer,166000,"San Francisco, CA",2026
STRIPE INC,Product Manager,205000,"South San Francisco, CA",2024
GOLDMAN SACHS & CO LLC,Platform Engineer,141000,"Bellevue, WA",2025
DROPOBOX INC,Cloud Engineer,175000,"San Francisco, CA",2024
NVIDIA CORPORATION,Backend Engineer,239000,"Santa Clara, CA",2026
PALANTIR TECHNOLOGIES,Financial Analyst,118000,"Arlington, VA",2026
UBER TECHNOLOGIES INC,Full Stack Engineer,151000,"Denver, CO",2025
AIRBNB INC,Machine Learning Engineer,185000,"San Francisco, CA",2024
AIRBNB INC,Systems Engineer,154000,"San Francisco, CA",2024
GOOGLE LLC,Technical Program Manager,166000,"Mountain View, CA",2025
STRIPE INC,Systems Engineer,212000,"South San Francisco, CA",2025
META PLATFORMS INC,Machine Learning Engineer,159000,"Menlo Park, CA",2025
ADOBE INC,Site Reliability Engineer,144000,"San Jose, CA",2024
AMAZON COM SERVICES LLC,Machine Learning Engineer,174000,"Seattle, WA",2025
ORACLE AMERICA INC,Senior Engineering Manager,173000,"Austin, TX",2025
SALESFORCE INC,Data Scientist,144000,"San Francisco, CA",2024
DROPOBOX INC,Software Engineer,174000,"San Francisco, CA",2026
DOCUSIGN INC,Senior Product Manager,162000,"San Jose, CA",2024
COGNIZANT TECHNOLOGY SOLUTIONS,AI Engineer,80000,"Sacramento, CA",2025
PALANTIR TECHNOLOGIES,DevOps Engineer,183000,"Phoenix, AZ",2026
IBM CORPORATION,Machine Learning Engineer,98000,"Jersey City, NJ",2024
SNAP INC,Big Data Engineer,193000,"Santa Monica, CA",2025
TWITTER INC,Data Engineer,169000,"San Francisco, CA",2024
WORKDAY INC,Big Data Engineer,111000,"Pleasanton, CA",2025
COGNIZANT TECHNOLOGY SOLUTIONS,Big Data Engineer,108000,"Newark, NJ",2026
GOLDMAN SACHS & CO LLC,Technical Program Manager,183000,"Sacramento, CA",2026
COGNIZANT TECHNOLOGY SOLUTIONS,AI Engineer,94000,"Teaneck, NJ",2026
NETFLIX INC,Software Engineer,282000,"Los Gatos, CA",2025
IBM CORPORATION,Product Manager,128000,"Columbus, OH",2026
AMAZON COM SERVICES LLC,Platform Engineer,190000,"Seattle, WA",2026
APPLE INC,Cloud Engineer,202000,"Cupertino, CA",2026
SALESFORCE INC,Applied Scientist,175000,"Sacramento, CA",2026
ACCENTURE LLP,DevOps Engineer,88000,"Chicago, IL",2024
VMWARE LLC,UX Engineer,147000,"Palo Alto, CA",2026
SPLUNK INC,Machine Learning Engineer,156000,"San Francisco, CA",2025
META PLATFORMS INC,Senior Data Scientist,156000,"Menlo Park, CA",2026
STRIPE INC,Senior Engineering Manager,211000,"South San Francisco, CA",2025
MICROSOFT CORPORATION,QA Engineer,170000,"Redmond, WA",2024
TESLA INC,Backend Engineer,109000,"Austin, TX",2026
APPLE INC,UX Engineer,183000,"Cupertino, CA",2024
DELOITTE CONSULTING LLP,Engineering Manager,113000,"Phoenix, AZ",2024
ZOOM VIDEO COMMUNICATIONS,Senior Product Manager,140000,"Pittsburgh, PA",2026
DROPOBOX INC,Frontend Engineer,131000,"San Francisco, CA",2026
SPLUNK INC,Platform Engineer,143000,"San Francisco, CA",2026
INTEL CORPORATION,Backend Engineer,148000,"Santa Clara, CA",2025
CAPITAL ONE SERVICES LLC,Senior Product Manager,154000,"McLean, VA",2025
WORKDAY INC,Infrastructure Engineer,166000,"Boulder, CO",2025
MICROSOFT CORPORATION,Senior Data Engineer,184000,"Redmond, WA",2026
STRIPE INC,Big Data Engineer,207000,"South San Francisco, CA",2024
ACCENTURE LLP,Engineering Manager,106000,"Chicago, IL",2024
NVIDIA CORPORATION,Data Engineer,154000,"San Jose, CA",2024
ORACLE AMERICA INC,Operations Research Analyst,105000,"Austin, TX",2025
DELOITTE CONSULTING LLP,Technical Lead,117000,"Los Angeles, CA",2024
PALANTIR TECHNOLOGIES,Product Manager,142000,"Detroit, MI",2025
AMAZON COM SERVICES LLC,Backend Engineer,148000,"Seattle, WA",2026
AIRBNB INC,Big Data Engineer,165000,"Baltimore, MD",2026
APPLE INC,Operations Research Analyst,131000,"Cupertino, CA",2025
ACCENTURE LLP,Operations Research Analyst,113000,"Chicago, IL",2025
ADOBE INC,Analytics Engineer,157000,"Sunnyvale, CA",2026
PINTEREST INC,Operations Research Analyst,147000,"San Francisco, CA",2025
SNAP INC,Staff Software Engineer,149000,"Philadelphia, PA",2024
JPMORGAN CHASE & CO,Network Engineer,137000,"New York, NY",2025
DOCUSIGN INC,Analytics Engineer,124000,"Atlanta, GA",2026
DOCUSIGN INC,Senior Software Engineer,143000,"San Francisco, CA",2024
PINTEREST INC,Senior DevOps Engineer,191000,"San Francisco, CA",2025
APPLE INC,Technical Program Manager,161000,"Cupertino, CA",2025
TATA CONSULTANCY SERVICES,Senior Product Manager,87000,"Bridgewater, NJ",2026
INTEL CORPORATION,DevOps Engineer,177000,"Pittsburgh, PA",2025
WORKDAY INC,SRE,109000,"Pleasanton, CA",2024
INFOSYS LIMITED,Network Engineer,99000,"Salt Lake City, UT",2026
COGNIZANT TECHNOLOGY SOLUTIONS,Security Engineer,84000,"Teaneck, NJ",2026
META PLATFORMS INC,Infrastructure Engineer,186000,"Menlo Park, CA",2024
ACCENTURE LLP,SDET,93000,"Chicago, IL",2024
JPMORGAN CHASE & CO,Senior Software Engineer,131000,"New York, NY",2024
TATA CONSULTANCY SERVICES,Financial Analyst,85000,"Bridgewater, NJ",2026
STRIPE INC,SDET,183000,"Portland, OR",2026
ORACLE AMERICA INC,Cloud Engineer,124000,"Bridgewater, NJ",2025
SQUARE INC,Research Scientist,123000,"San Francisco, CA",2026
MICROSOFT CORPORATION,AI Engineer,122000,"Denver, CO",2025
ADOBE INC,Senior Engineering Manager,159000,"Baltimore, MD",2024
GOLDMAN SACHS & CO LLC,Software Engineer,142000,"Detroit, MI",2024
CAPITAL ONE SERVICES LLC,Applied Scientist,151000,"McLean, VA",2025
SERVICENOW INC,Staff Software Engineer,156000,"Santa Clara, CA",2026
JPMORGAN CHASE & CO,Senior Product Manager,166000,"New York, NY",2026
IBM CORPORATION,Systems Engineer,142000,"Armonk, NY",2024
SERVICENOW INC,DevOps Engineer,178000,"Santa Clara, CA",2026
INTEL CORPORATION,SRE,161000,"Boulder, CO",2026
AIRBNB INC,Site Reliability Engineer,175000,"Milwaukee, WI",2024
ORACLE AMERICA INC,Senior DevOps Engineer,126000,"Austin, TX",2024
MICROSOFT CORPORATION,Technical Program Manager,174000,"Redmond, WA",2024
PALANTIR TECHNOLOGIES,Backend Engineer,173000,"Denver, CO",2025
CAPITAL ONE SERVICES LLC,Security Engineer,106000,"McLean, VA",2026
GOLDMAN SACHS & CO LLC,DevOps Engineer,153000,"New York, NY",2026
SERVICENOW INC,Backend Engineer,169000,"Santa Clara, CA",2024
DROPOBOX INC,Operations Research Analyst,150000,"San Francisco, CA",2024
ADOBE INC,Senior Data Engineer,191000,"Schaumburg, IL",2025
TWITTER INC,Security Engineer,183000,"San Francisco, CA",2026
PINTEREST INC,Big Data Engineer,170000,"San Diego, CA",2024
ACCENTURE LLP,QA Engineer,87000,"Chicago, IL",2024
LINKEDIN CORPORATION,Security Engineer,162000,"Kansas City, MO",2025
LINKEDIN CORPORATION,Machine Learning Engineer,168000,"Sunnyvale, CA",2025
NETFLIX INC,SRE,325000,"Los Gatos, CA",2025
AMAZON COM SERVICES LLC,Staff Software Engineer,194000,"Seattle, WA",2024
SERVICENOW INC,Technical Lead,165000,"Santa Clara, CA",2026
GOOGLE LLC,Product Manager,175000,"Mountain View, CA",2025
SPLUNK INC,Platform Engineer,149000,"San Francisco, CA",2024
META PLATFORMS INC,Financial Analyst,199000,"San Jose, CA",2024
CAPITAL ONE SERVICES LLC,Senior Engineering Manager,128000,"Austin, TX",2026
ORACLE AMERICA INC,Senior DevOps Engineer,172000,"Austin, TX",2024
ZOOM VIDEO COMMUNICATIONS,Product Manager,164000,"San Jose, CA",2025
SPLUNK INC,Platform Engineer,154000,"San Francisco, CA",2026
UBER TECHNOLOGIES INC,Security Engineer,185000,"San Francisco, CA",2025
COGNIZANT TECHNOLOGY SOLUTIONS,Frontend Engineer,95000,"Teaneck, NJ",2025
VMWARE LLC,Cloud Engineer,142000,"Irvine, CA",2025
IBM CORPORATION,Site Reliability Engineer,96000,"Baltimore, MD",2026
WORKDAY INC,Applied Scientist,106000,"Pleasanton, CA",2025
DROPOBOX INC,Senior Data Scientist,157000,"San Francisco, CA",2024
DELOITTE CONSULTING LLP,Operations Research Analyst,123000,"New York, NY",2025
AIRBNB INC,SRE,127000,"Phoenix, AZ",2024
SALESFORCE INC,Data Engineer,176000,"Minneapolis, MN",2025
PINTEREST INC,Database Administrator,167000,"San Francisco, CA",2026
AIRBNB INC,Research Scientist,129000,"San Francisco, CA",2025
CAPITAL ONE SERVICES LLC,Operations Research Analyst,137000,"McLean, VA",2026
INFOSYS LIMITED,Big Data Engineer,78000,"Alpharetta, GA",2024
IBM CORPORATION,Big Data Engineer,147000,"Armonk, NY",2025
SPLUNK INC,Machine Learning Engineer,155000,"San Francisco, CA",2025
TATA CONSULTANCY SERVICES,Business Intelligence Engineer,81000,"Raleigh, NC",2026
SQUARE INC,Data Engineer,188000,"Atlanta, GA",2024
GOOGLE LLC,Software Engineer,142000,"Mountain View, CA",2026
TESLA INC,Full Stack Engineer,128000,"Austin, TX",2024
SQUARE INC,SRE,162000,"Nashville, TN",2025
SNAP INC,Senior DevOps Engineer,147000,"Santa Monica, CA",2026
IBM CORPORATION,Senior Software Engineer,147000,"Armonk, NY",2025
AIRBNB INC,Applied Scientist,167000,"Cupertino, CA",2024
AIRBNB INC,Applied Scientist,174000,"San Francisco, CA",2024
INTEL CORPORATION,Analytics Engineer,123000,"Santa Clara, CA",2024
UBER TECHNOLOGIES INC,Cloud Engineer,190000,"San Francisco, CA",2025
PALANTIR TECHNOLOGIES,Platform Engineer,157000,"Denver, CO",2026
DELOITTE CONSULTING LLP,Staff Software Engineer,105000,"Schaumburg, IL",2026
SERVICENOW INC,Backend Engineer,123000,"Santa Clara, CA",2026
INTEL CORPORATION,Staff Software Engineer,157000,"Santa Clara, CA",2025
ADOBE INC,Senior Engineering Manager,181000,"San Jose, CA",2026
NVIDIA CORPORATION,DevOps Engineer,151000,"Sunnyvale, CA",2025
UBER TECHNOLOGIES INC,Senior DevOps Engineer,187000,"San Francisco, CA",2024
APPLE INC,SDET,139000,"Houston, TX",2026
SERVICENOW INC,Backend Engineer,157000,"Santa Clara, CA",2024
MICROSOFT CORPORATION,Data Scientist,124000,"Milwaukee, WI",2026
CAPITAL ONE SERVICES LLC,Senior DevOps Engineer,155000,"Detroit, MI",2025
NETFLIX INC,Full Stack Engineer,236000,"Los Gatos, CA",2026
ADOBE INC,Backend Engineer,121000,"San Jose, CA",2025
SPLUNK INC,QA Engineer,186000,"San Francisco, CA",2025
INFOSYS LIMITED,Systems Engineer,103000,"Milwaukee, WI",2024
APPLE INC,Data Engineer,135000,"Newark, NJ",2024
ZOOM VIDEO COMMUNICATIONS,Staff Software Engineer,135000,"San Jose, CA",2025
DELOITTE CONSULTING LLP,Operations Research Analyst,102000,"Kansas City, MO",2024
AIRBNB INC,Network Engineer,133000,"Bellevue, WA",2025
WALMART GLOBAL TECH,Infrastructure Engineer,102000,"Bentonville, AR",2026
SERVICENOW INC,Big Data Engineer,123000,"Plano, TX",2024
NVIDIA CORPORATION,Staff Software Engineer,183000,"Santa Clara, CA",2026
DATADOG INC,UX Engineer,163000,"New York, NY",2024
PINTEREST INC,Backend Engineer,172000,"San Francisco, CA",2024
ORACLE AMERICA INC,DevOps Engineer,147000,"Austin, TX",2026
ORACLE AMERICA INC,Technical Lead,167000,"Dallas, TX",2024
ADOBE INC,Staff Software Engineer,165000,"San Jose, CA",2026
AIRBNB INC,Research Scientist,172000,"San Francisco, CA",2024
LINKEDIN CORPORATION,DevOps Engineer,136000,"McLean, VA",2024
WALMART GLOBAL TECH,Senior Product Manager,130000,"Denver, CO",2025
LINKEDIN CORPORATION,Operations Research Analyst,204000,"Sunnyvale, CA",2024
UBER TECHNOLOGIES INC,Senior DevOps Engineer,143000,"San Francisco, CA",2026
PINTEREST INC,Product Manager,186000,"Newark, NJ",2026
MICROSOFT CORPORATION,Cloud Engineer,184000,"Redmond, WA",2025
COGNIZANT TECHNOLOGY SOLUTIONS,Senior Engineering Manager,85000,"Teaneck, NJ",2026
ZOOM VIDEO COMMUNICATIONS,Machine Learning Engineer,122000,"Schaumburg, IL",2024
TWITTER INC,Senior Data Engineer,170000,"Plano, TX",2026
SPLUNK INC,Data Scientist,173000,"San Francisco, CA",2026
VMWARE LLC,Network Engineer,128000,"Palo Alto, CA",2025
IBM CORPORATION,Product Manager,115000,"Armonk, NY",2026
AIRBNB INC,SDET,192000,"San Francisco, CA",2025
APPLE INC,Senior Software Engineer,189000,"Sacramento, CA",2025
AIRBNB INC,Operations Research Analyst,138000,"Tempe, AZ",2026
GOOGLE LLC,Software Engineer,172000,"Mountain View, CA",2025
IBM CORPORATION,Frontend Engineer,104000,"Plano, TX",2025
SPLUNK INC,Operations Research Analyst,183000,"San Francisco, CA",2024
WORKDAY INC,Site Reliability Engineer,137000,"Jersey City, NJ",2026
WORKDAY INC,Business Intelligence Engineer,117000,"Pleasanton, CA",2025
VMWARE LLC,Financial Analyst,185000,"Detroit, MI",2025
WORKDAY INC,Engineering Manager,174000,"Pleasanton, CA",2024
DOCUSIGN INC,Senior Product Manager,165000,"Denver, CO",2026
ADOBE INC,Security Engineer,140000,"San Jose, CA",2025
WALMART GLOBAL TECH,Frontend Engineer,128000,"Bentonville, AR",2026
ZOOM VIDEO COMMUNICATIONS,Senior Software Engineer,149000,"San Jose, CA",2024
DROPOBOX INC,Technical Program Manager,145000,"Chicago, IL",2025
CAPITAL ONE SERVICES LLC,Product Manager,119000,"McLean, VA",2025
SQUARE INC,Machine Learning Engineer,151000,"San Francisco, CA",2025
